No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3},,,,,,,,,
812,07:00 11/12/2019,40.002,11.4998,6.817,212.3939,175.277,0.9368,39.0652,1026.7424,152.512,,,,,,,,,
813,08:00 11/12/2019,65.8172,7.8035,3.0684,234.4003,188.9391,13.0916,52.7256,1055.8334,160.2199,,,,,,,,,
814,09:00 11/12/2019,115.4496,24.1501,3.5697,214.5605,158.4895,57.2564,58.1932,1058.447,135.4838,,,,,,,,,
815,10:00 11/12/2019,67.9375,45.2816,20.166,208.5496,146.3627,14.1469,53.7905,967.1591,127.5738,,,,,,,,,
816,11:00 11/12/2019,75.947,56.5348,45.931,243.7417,169.2656,11.1539,64.7931,1074.9054,148.5546,,,,,,,,,
817,12:00 11/12/2019,49.3047,45.4064,104.1628,278.1632,155.8113,3.5575,45.7472,837.8788,130.7718,,,,,,,,,
818,13:00 11/12/2019,33.5863,31.0336,167.9066,210.8095,127.4541,1.5034,32.0829,686.8939,109.3018,,,,,,,,,
819,14:00 11/12/2019,22.8636,21.1449,210.5721,133.7064,96.6454,0.0642,22.7994,488.0682,85.8474,,,,,,,,,
820,15:00 11/12/2019,16.5848,18.6481,232.9873,119.037,85.9583,0.0,16.5848,423.1439,76.5357,,,,,,,,,
821,16:00 11/12/2019,23.1927,16.0082,232.8974,122.3206,80.1946,0.1117,23.081,425.9849,70.1572,,,,,,,,,
822,17:00 11/12/2019,20.9636,16.9373,241.5362,136.9575,81.3724,0.001,20.9626,413.7311,69.7205,,,,,,,,,
823,18:00 11/12/2019,52.7415,18.3608,200.2377,217.8731,97.4759,0.3486,52.3929,476.7424,76.3901,,,,,,,,,
824,19:00 11/12/2019,156.8106,19.6634,35.1614,504.8168,180.2032,15.3093,141.5013,1407.2159,130.2214,,,,,,,,,
825,20:00 11/12/2019,107.0223,15.7244,27.5369,581.9657,304.8416,3.0865,103.9358,2139.3371,245.1174,,,,,,,,,
826,21:00 11/12/2019,110.5627,10.8346,13.1697,590.6887,383.0296,5.0254,105.5373,3075.9093,327.4257,,,,,,,,,
827,22:00 11/12/2019,88.3661,6.9489,7.7275,565.5952,422.8428,4.7493,83.6168,2802.8978,362.6895,,,,,,,,,
828,23:00 11/12/2019,107.0059,4.394,6.8748,822.4478,672.4148,24.2733,82.7326,2935.6817,565.2616,,,,,,,,,
829,00:00 12/12/2019,200.15,4.1171,5.2049,705.4253,573.5278,95.5777,104.5723,2917.1591,488.1842,,,,,,,,,
830,01:00 12/12/2019,225.8892,3.3029,5.0594,635.9578,526.0072,130.8283,95.061,2819.7726,459.3487,,,,,,,,,
831,02:00 12/12/2019,177.7602,1.4993,3.8032,527.0535,435.2066,89.783,87.9772,2198.3145,380.1258,,,,,,,,,
832,03:00 12/12/2019,96.7422,0.0104,3.108,385.8938,317.5226,32.0016,64.7405,1838.2575,278.5563,,,,,,,,,
833,04:00 12/12/2019,93.1235,0.0459,3.7227,423.0172,356.1466,34.4756,58.6479,2047.6514,312.8581,,,,,,,,,
834,05:00 12/12/2019,70.0032,1.089,3.4083,411.5851,344.0502,14.4614,55.5417,1969.5833,299.3488,,,,,,,,,
835,06:00 12/12/2019,41.1458,4.17,6.3923,309.0715,257.7454,0.1772,40.9686,1411.553,219.7836,,,,,,,,,
836,07:00 12/12/2019,63.9979,4.0491,3.122,268.4929,225.6503,12.383,51.6148,1234.5076,192.5872,,,,,,,,,
837,08:00 12/12/2019,64.3598,4.6592,2.9382,232.8561,194.315,14.8939,49.4659,1099.2234,167.9866,,,,,,,,,
838,09:00 12/12/2019,64.712,9.3262,3.3398,216.0034,173.1416,26.9399,37.7721,1109.6213,149.3531,,,,,,,,,
839,10:00 12/12/2019,80.2361,24.284,10.9894,256.8366,183.6356,19.6422,60.5939,1183.9015,158.9782,,,,,,,,,
840,11:00 12/12/2019,87.2301,49.0446,31.269,295.8207,204.5258,14.2038,73.0263,1227.8298,176.7795,,,,,,,,,
841,12:00 12/12/2019,65.3707,50.1298,90.4888,302.6734,213.0608,6.0073,59.3635,1056.2152,185.5283,,,,,,,,,
842,13:00 12/12/2019,38.9277,40.129,174.7027,231.2757,166.5598,0.3713,38.5564,871.4236,147.687,,,,,,,,,
843,14:00 12/12/2019,26.4276,40.4789,234.0873,200.6872,149.9863,0.0,26.4276,732.0313,133.8234,,,,,,,,,
844,15:00 12/12/2019,22.9834,41.9165,260.0879,186.8398,141.3859,0.0022,22.9811,642.1181,125.2193,,,,,,,,,
845,16:00 12/12/2019,23.821,48.3419,263.5952,208.8473,138.8822,0.0,23.821,600.6597,118.9185,,,,,,,,,
846,17:00 12/12/2019,26.2732,46.9247,259.9402,203.5618,148.8522,0.0,26.2732,665.5729,130.8607,,,,,,,,,
847,18:00 12/12/2019,34.9933,58.5736,226.9732,304.0911,195.1205,0.3437,34.6496,857.309,161.8234,,,,,,,,,
848,19:00 12/12/2019,52.2423,77.6728,165.2464,395.0304,275.3082,0.0102,52.2321,1489.4618,240.1271,,,,,,,,,
849,20:00 12/12/2019,67.1303,67.3951,88.3863,443.6338,298.3395,0.0244,67.1059,1967.6042,258.0881,,,,,,,,,
850,21:00 12/12/2019,71.1746,36.6306,56.972,413.4488,293.9114,0.0523,71.1223,2006.3888,252.4864,,,,,,,,,
851,22:00 12/12/2019,36.2656,20.2301,75.4291,307.7256,234.7363,0.0034,36.2622,1536.3194,204.042,,,,,,,,,
852,23:00 12/12/2019,39.4797,22.6651,65.0921,277.8311,220.1641,0.0078,39.4719,1434.4617,193.7691,,,,,,,,,
853,00:00 13/12/2019,45.3424,15.0142,27.9376,298.4563,221.7859,1.3106,44.0318,1494.8785,194.0791,,,,,,,,,
854,01:00 13/12/2019,114.6969,10.3266,3.7863,388.3523,303.0849,27.684,87.0129,1322.7952,256.9417,,,,,,,,,
855,02:00 13/12/2019,153.7211,9.4098,3.3571,346.9809,280.3824,55.6221,98.099,1186.3368,241.499,,,,,,,,,
856,03:00 13/12/2019,121.7659,7.2648,3.7285,301.4385,248.9783,46.2218,75.5441,1165.8853,218.6009,,,,,,,,,
857,04:00 13/12/2019,58.9805,3.913,11.4347,311.754,256.7497,2.2579,56.7226,1179.5659,224.8437,,,,,,,,,
858,05:00 13/12/2019,53.7281,3.6004,10.1269,273.6517,230.2293,1.1885,52.5396,1237.1701,205.1706,,,,,,,,,
859,06:00 13/12/2019,50.8622,11.4054,8.8461,299.9696,253.2723,0.8127,50.0494,1831.8751,227.1429,,,,,,,,,
860,07:00 13/12/2019,52.7893,19.8512,17.0869,323.4659,264.5986,0.2423,52.547,1525.3645,225.1581,,,,,,,,,
861,08:00 13/12/2019,49.2028,20.9682,19.7977,248.8207,206.6529,0.2317,48.9711,1247.5522,183.9095,,,,,,,,,
862,09:00 13/12/2019,59.339,25.5315,24.7448,232.3796,168.7357,6.4422,52.8968,1082.5522,150.1804,,,,,,,,,
863,10:00 13/12/2019,41.6475,35.5333,54.7501,221.9372,158.827,1.9686,39.6789,962.0076,141.0726,,,,,,,,,
864,11:00 13/12/2019,44.6193,43.2701,85.7937,268.8531,173.8345,2.2536,42.3656,912.6136,148.1931,,,,,,,,,
865,12:00 13/12/2019,54.7015,45.7214,113.6693,347.6469,180.4738,4.7834,49.9181,873.9205,146.0312,,,,,,,,,
866,13:00 13/12/2019,37.3801,31.0613,157.2556,237.1008,142.3493,3.2718,34.1082,648.0303,119.7338,,,,,,,,,
867,14:00 13/12/2019,31.5691,27.7494,181.9982,179.6229,134.0728,0.1096,31.4595,687.4432,118.9053,,,,,,,,,
868,15:00 13/12/2019,26.0419,28.7504,216.6924,180.2006,134.5089,0.0035,26.0385,647.7841,119.2506,,,,,,,,,
869,16:00 13/12/2019,24.9932,28.0705,225.5517,166.2816,124.733,0.0471,24.9461,614.2045,110.3513,,,,,,,,,
870,17:00 13/12/2019,29.3156,40.3698,213.9081,197.8218,149.6342,0.042,29.2735,688.5417,132.1357,,,,,,,,,
871,18:00 13/12/2019,34.1511,40.8789,209.838,294.4928,149.4779,0.4995,33.6517,776.8371,119.5245,,,,,,,,,
872,19:00 13/12/2019,58.2764,32.1035,128.2956,381.2646,196.5206,0.7382,57.5381,1382.0075,157.9945,,,,,,,,,
873,20:00 13/12/2019,144.1634,15.2603,26.3595,567.7012,297.6522,6.6157,137.5477,2201.9318,235.2664,,,,,,,,,
874,21:00 13/12/2019,86.1965,7.6384,14.2766,543.1552,338.9024,3.0861,83.1104,3313.6363,279.1272,,,,,,,,,
875,22:00 13/12/2019,103.0885,10.8364,16.2745,593.227,409.5983,2.8231,100.2654,3195.4356,337.5505,,,,,,,,,
876,23:00 13/12/2019,69.2915,10.4169,23.5042,265.7535,198.1868,0.8117,68.4797,1367.9356,170.9483,,,,,,,,,
877,00:00 14/12/2019,52.4527,8.0747,12.5317,238.2986,191.3833,1.15,51.3027,1261.0985,168.0563,,,,,,,,,
878,01:00 14/12/2019,52.5434,5.4327,7.5843,238.7055,195.0079,4.9438,47.5996,1163.4661,168.846,,,,,,,,,
879,02:00 14/12/2019,96.0573,5.3725,5.2208,328.8286,277.1923,43.7283,52.3291,1239.9622,231.0127,,,,,,,,,
880,03:00 14/12/2019,98.0725,3.8424,4.1662,288.5302,243.0842,34.6628,63.4098,1313.3713,209.9558,,,,,,,,,
881,04:00 14/12/2019,96.1028,1.5548,3.222,233.7886,210.4919,46.3571,49.7457,1336.3446,185.9781,,,,,,,,,
882,05:00 14/12/2019,71.5279,1.0227,4.5276,301.7826,253.9952,17.4155,54.1123,1496.0038,222.1226,,,,,,,,,
883,06:00 14/12/2019,75.2349,1.8568,3.8204,308.3664,270.1125,36.9247,38.3102,1724.5455,239.5545,,,,,,,,,
884,07:00 14/12/2019,70.2173,2.4319,5.2396,358.4863,315.3636,27.7518,42.4655,1839.9242,278.2285,,,,,,,,,
885,08:00 14/12/2019,80.8252,2.8808,4.3376,299.6607,259.8766,38.5589,42.2663,1795.7575,231.1556,,,,,,,,,
886,09:00 14/12/2019,66.5196,4.3199,7.0755,296.108,234.319,23.3296,43.19,1605.2463,201.1454,,,,,,,,,
887,10:00 14/12/2019,43.6569,4.924,19.0246,241.1921,188.2023,5.0159,38.641,964.1098,154.401,,,,,,,,,
888,11:00 14/12/2019,40.4029,12.1468,29.176,218.0398,167.7835,3.9575,36.4454,859.4697,137.5423,,,,,,,,,
889,12:00 14/12/2019,42.4505,31.1441,46.4391,200.6182,143.3442,3.8754,38.5751,747.1023,121.6511,,,,,,,,,
890,13:00 14/12/2019,39.5155,40.8755,70.3875,179.8581,117.5224,3.7995,35.7159,513.0682,98.0324,,,,,,,,,
891,14:00 14/12/2019,21.4761,27.5409,108.3309,124.0465,95.3838,0.1297,21.3464,417.9735,80.6095,,,,,,,,,
892,15:00 14/12/2019,27.2088,27.9348,115.295,130.6135,103.9865,0.363,26.8458,432.178,87.2827,,,,,,,,,
893,16:00 14/12/2019,28.1129,46.8563,106.2188,176.7455,136.0947,0.1504,27.9624,448.428,112.7892,,,,,,,,,
894,17:00 14/12/2019,32.8212,49.5053,96.8168,153.8041,101.7518,0.5037,32.3175,449.678,80.4967,,,,,,,,,
895,18:00 14/12/2019,40.7597,58.4575,85.7752,287.2418,167.9906,0.4113,40.3483,804.2803,135.0681,,,,,,,,,
896,19:00 14/12/2019,48.2481,59.7363,65.8859,290.0849,212.252,0.1525,48.0957,1208.8446,179.0369,,,,,,,,,
897,20:00 14/12/2019,58.9946,23.9824,38.4945,276.7993,194.4891,0.7319,58.2626,1320.3599,160.6505,,,,,,,,,
898,21:00 14/12/2019,55.8771,9.8683,23.3285,279.9403,192.5966,3.094,52.7831,1629.7537,159.7728,,,,,,,,,
899,22:00 14/12/2019,83.7128,8.2268,11.8735,340.6307,250.4818,20.3382,63.3746,1765.7006,208.8331,,,,,,,,,
900,23:00 14/12/2019,96.4418,9.6178,6.3706,294.2837,226.282,33.3684,63.0734,1623.3335,191.148,,,,,,,,,
901,00:00 15/12/2019,106.447,11.255,6.4261,282.5898,223.7157,42.974,63.473,1538.2955,188.4187,,,,,,,,,
902,01:00 15/12/2019,94.4201,15.3084,7.3664,373.9414,300.2652,35.4513,58.9688,2135.5493,251.4114,,,,,,,,,
903,02:00 15/12/2019,82.6112,17.1019,6.2478,383.0986,308.676,21.8075,60.8037,2164.356,256.1776,,,,,,,,,
904,03:00 15/12/2019,77.7778,19.1724,6.3891,341.0532,267.4262,11.3813,66.3965,2250.7197,216.8524,,,,,,,,,
905,04:00 15/12/2019,77.8088,19.6153,6.893,270.8374,207.3555,12.73,65.0788,2167.6136,169.4087,,,,,,,,,
906,05:00 15/12/2019,59.1131,14.0036,11.8216,209.8476,161.2625,2.1385,56.9745,1186.9697,133.1369,,,,,,,,,
907,06:00 15/12/2019,58.5318,19.5126,13.4951,265.624,214.892,3.9116,54.6202,1740.1135,174.6352,,,,,,,,,
908,07:00 15/12/2019,51.5129,18.8994,13.784,339.551,288.5804,3.1431,48.3698,1644.7917,246.5254,,,,,,,,,
909,08:00 15/12/2019,46.6763,18.9011,10.1494,210.4556,166.6773,2.2713,44.405,977.9356,131.7776,,,,,,,,,
910,09:00 15/12/2019,61.8854,25.028,9.2376,204.3208,157.5924,16.3827,45.5026,1225.4546,128.4271,,,,,,,,,
911,10:00 15/12/2019,74.3429,36.4872,11.0492,207.9545,151.9533,15.483,58.8599,996.2674,125.0797,,,,,,,,,
912,11:00 15/12/2019,62.4977,61.0887,16.0335,208.3548,147.7896,6.8007,55.697,871.8182,121.8271,,,,,,,,,
913,12:00 15/12/2019,83.6538,63.8118,16.6823,185.6598,136.9386,19.3671,64.2868,1010.1705,113.3667,,,,,,,,,
914,13:00 15/12/2019,71.1499,77.7539,28.6876,165.4489,116.25,13.6619,57.488,919.4318,95.5252,,,,,,,,,
915,14:00 15/12/2019,58.5097,79.6103,42.4814,164.5347,116.9052,8.1904,50.3193,715.0379,96.2636,,,,,,,,,
916,15:00 15/12/2019,39.6625,55.4818,50.5871,117.3289,85.9016,4.2858,35.3767,423.6742,71.0756,,,,,,,,,
917,16:00 15/12/2019,37.2819,57.6832,59.1289,144.2285,101.8872,2.8101,34.4717,486.9886,84.8475,,,,,,,,,
918,17:00 15/12/2019,35.6553,71.9814,72.863,212.4913,149.463,1.3607,34.2946,502.5568,120.7949,,,,,,,,,
919,18:00 15/12/2019,38.6964,70.184,61.6103,227.8882,168.806,0.8838,37.8126,610.8712,143.0153,,,,,,,,,
920,19:00 15/12/2019,35.8727,43.2416,53.0339,281.7277,227.284,0.0891,35.7835,760.677,202.1875,,,,,,,,,
921,20:00 15/12/2019,27.0039,24.9035,44.6256,138.2001,97.51,0.0523,26.9516,687.3438,80.2794,,,,,,,,,
922,21:00 15/12/2019,21.0817,15.4611,40.1741,101.8513,70.3177,0.0043,21.0775,583.4375,56.5573,,,,,,,,,
923,22:00 15/12/2019,19.3704,13.6863,41.1986,98.672,69.333,0.0186,19.3518,680.8681,56.6668,,,,,,,,,
924,23:00 15/12/2019,19.9967,23.4412,38.8,96.267,72.5704,0.0035,19.9932,655.322,59.8059,,,,,,,,,
925,00:00 16/12/2019,12.7525,22.9476,51.4119,59.0359,44.5758,0.0146,12.7379,421.5909,35.7682,,,,,,,,,
926,01:00 16/12/2019,14.7455,28.4427,44.8578,60.7356,47.8838,0.0052,14.7403,602.9688,39.3571,,,,,,,,,
927,02:00 16/12/2019,13.3495,29.0377,45.3004,58.502,45.7141,0.001,13.3485,583.3902,37.389,,,,,,,,,
928,03:00 16/12/2019,16.8812,23.699,37.6382,78.7055,65.6821,0.0079,16.8733,365.3788,56.2918,,,,,,,,,
929,04:00 16/12/2019,24.2118,15.805,28.6129,104.412,85.3315,0.016,24.1958,518.2008,72.2581,,,,,,,,,
930,05:00 16/12/2019,20.3109,11.0712,33.6324,98.533,78.5837,0.041,20.2699,543.8068,65.899,,,,,,,,,
931,06:00 16/12/2019,18.5133,14.2822,32.3625,111.5759,91.3279,0.0575,18.4558,687.4621,78.3079,,,,,,,,,
932,07:00 16/12/2019,20.1592,18.0457,34.0386,147.0272,126.3169,0.0804,20.0788,680.5114,110.2951,,,,,,,,,
933,08:00 16/12/2019,23.4391,21.4691,31.3949,195.6695,158.5176,0.1974,23.2417,634.125,130.1817,,,,,,,,,
934,09:00 16/12/2019,30.3011,32.6889,23.3882,229.2449,184.6983,1.753,28.5481,828.447,162.5289,,,,,,,,,
935,10:00 16/12/2019,41.4824,36.283,19.5253,237.8488,194.9855,5.0102,36.4722,827.9924,167.7745,,,,,,,,,
936,11:00 16/12/2019,53.6503,51.1316,19.6415,156.8893,114.565,10.8726,42.7777,668.6285,94.3363,,,,,,,,,
937,12:00 16/12/2019,61.773,58.2944,17.8619,125.0495,87.9471,13.0494,48.7236,507.5,73.1183,,,,,,,,,
938,13:00 16/12/2019,60.183,34.018,28.8032,107.4717,67.3644,15.9629,44.2201,312.3106,54.0842,,,,,,,,,
939,14:00 16/12/2019,53.7613,32.4467,36.0167,85.297,54.758,12.5067,41.2546,217.2222,43.8869,,,,,,,,,
940,15:00 16/12/2019,31.8718,22.1637,92.8062,89.8139,66.2473,1.5548,30.317,354.697,54.4266,,,,,,,,,
941,16:00 16/12/2019,19.9943,26.0715,102.7819,85.4603,57.7397,0.0761,19.9182,274.4507,46.6119,,,,,,,,,
942,17:00 16/12/2019,26.3866,27.3052,83.9082,94.2386,53.969,0.7333,25.6532,280.4167,42.495,,,,,,,,,
943,18:00 16/12/2019,49.3882,63.5929,42.9457,255.2903,184.7694,2.7738,46.6144,592.2569,159.7138,,,,,,,,,
944,19:00 16/12/2019,41.1485,73.0496,50.7833,284.297,183.8713,0.1758,40.9726,902.2917,149.298,,,,,,,,,
945,20:00 16/12/2019,45.8057,24.1245,28.8464,231.8899,145.5239,0.2583,45.5475,987.6326,117.0858,,,,,,,,,
946,21:00 16/12/2019,32.8373,5.7343,36.6828,140.6045,94.7159,0.0726,32.7647,738.3333,77.4124,,,,,,,,,
947,22:00 16/12/2019,30.287,8.9891,26.4024,118.0309,89.698,0.0692,30.2178,626.5104,75.5511,,,,,,,,,
948,23:00 16/12/2019,22.6253,12.6623,26.7487,84.5134,63.5257,0.0137,22.6116,540.2083,52.6835,,,,,,,,,
949,00:00 17/12/2019,18.3869,16.9217,29.785,73.0209,56.0617,0.0181,18.3688,834.0885,46.3123,,,,,,,,,
950,01:00 17/12/2019,21.6287,53.3156,23.7319,84.8868,64.9808,0.0243,21.6043,909.4375,53.3539,,,,,,,,,
951,02:00 17/12/2019,22.8168,48.7439,26.6553,75.9322,58.0781,0.0112,22.8057,694.8611,48.7333,,,,,,,,,
952,03:00 17/12/2019,17.8009,44.0023,31.103,80.6274,64.98,0.0274,17.7735,579.5573,54.2725,,,,,,,,,
953,04:00 17/12/2019,16.5025,30.6176,29.7734,94.5839,78.7066,0.0073,16.4952,510.928,64.9482,,,,,,,,,
954,05:00 17/12/2019,20.3686,22.2475,30.3956,89.5965,70.0692,0.023,20.3456,507.5833,57.3898,,,,,,,,,
955,06:00 17/12/2019,21.3927,22.8991,29.2359,107.208,82.0383,0.115,21.2777,586.4583,68.3584,,,,,,,,,
956,07:00 17/12/2019,33.0488,33.7132,28.6776,200.7021,179.9441,0.8058,32.243,1226.6459,165.888,,,,,,,,,
957,08:00 17/12/2019,30.0129,50.9646,20.3438,211.2684,182.6221,0.5701,29.4428,1402.3436,167.1359,,,,,,,,,
958,09:00 17/12/2019,33.5537,61.5451,22.0408,266.2896,212.8055,1.6703,31.8834,1175.5324,186.5969,,,,,,,,,
959,10:00 17/12/2019,39.5694,62.9851,20.1549,202.3728,162.8603,3.5867,35.9827,882.7083,144.2346,,,,,,,,,
960,11:00 17/12/2019,37.3002,65.5941,24.5266,304.3068,248.0647,3.2517,34.0485,835.0,228.3244,,,,,,,,,
961,12:00 17/12/2019,36.3058,59.6038,27.5498,190.5096,149.8173,3.9836,32.3221,593.1547,131.5467,,,,,,,,,
962,13:00 17/12/2019,36.3486,35.5705,43.5139,158.2012,116.5481,3.1991,33.1496,449.7396,96.325,,,,,,,,,
963,14:00 17/12/2019,34.3004,37.9327,48.1996,138.5323,95.0352,2.2546,32.0458,401.5451,78.0051,,,,,,,,,
964,15:00 17/12/2019,28.257,44.3625,65.6868,153.7846,121.1167,1.5438,26.7132,391.3447,105.7992,,,,,,,,,
965,16:00 17/12/2019,28.259,46.956,64.9021,91.9802,63.7058,1.65,26.6089,253.9394,53.344,,,,,,,,,
966,17:00 17/12/2019,30.6682,52.2318,64.5101,121.8863,83.1128,1.0972,29.5711,378.1818,71.3559,,,,,,,,,
967,18:00 17/12/2019,31.2402,66.349,72.8237,210.1283,143.8357,0.6282,30.6121,544.3182,124.7587,,,,,,,,,
968,19:00 17/12/2019,31.3868,51.9879,48.8201,167.3779,108.0432,0.0518,31.335,621.4773,91.4161,,,,,,,,,
969,20:00 17/12/2019,43.0868,39.6409,35.6345,204.4446,147.8782,0.6645,42.4223,879.0531,126.7286,,,,,,,,,
970,21:00 17/12/2019,29.7732,22.9212,39.5088,112.5426,77.3816,0.082,29.6912,554.3371,64.0077,,,,,,,,,
